location,date,total_vaccinations_per_hundred
United States,29/07/2021,106.83
United States,30/07/2021,107.08
United States,31/07/2021,107.24
United States,01/08/2021,107.34
United States,02/08/2021,107.56
United States,03/08/2021,107.79
United States,04/08/2021,108.03
United States,05/08/2021,108.27
United States,06/08/2021,108.54
United States,07/08/2021,108.71
United States,08/08/2021,108.82
United States,09/08/2021,109.06
United States,10/08/2021,109.3
United States,11/08/2021,109.53
United States,12/08/2021,109.78
United States,13/08/2021,110.07
United States,14/08/2021,110.26
United States,15/08/2021,110.38
United States,16/08/2021,110.64
United States,17/08/2021,110.92
United States,18/08/2021,111.21
United States,19/08/2021,111.5
United States,20/08/2021,111.83
United States,21/08/2021,112.04
United States,22/08/2021,112.16
United States,23/08/2021,112.43
United States,24/08/2021,112.72
United States,25/08/2021,113.02
United States,26/08/2021,113.32
United States,27/08/2021,113.67
United States,28/08/2021,113.89
United States,29/08/2021,114.02
United States,30/08/2021,114.3
United States,31/08/2021,114.58
United States,01/09/2021,114.87
United States,02/09/2021,115.14
United States,03/09/2021,115.46
United States,04/09/2021,115.63
United States,05/09/2021,115.74
United States,06/09/2021,115.79
United States,07/09/2021,116.07
United States,08/09/2021,116.32
United States,09/09/2021,116.58
United States,10/09/2021,116.9
United States,11/09/2021,117.08
United States,12/09/2021,117.18
United States,13/09/2021,117.42
United States,14/09/2021,117.65
United States,15/09/2021,117.88
United States,16/09/2021,118.11
United States,17/09/2021,118.39
United States,18/09/2021,118.54
United States,19/09/2021,118.64
United States,20/09/2021,118.85
United States,21/09/2021,119.06
United States,22/09/2021,119.26
United States,23/09/2021,119.46
United States,24/09/2021,119.76
United States,25/09/2021,119.97
United States,26/09/2021,120.09
United States,27/09/2021,120.4
United States,28/09/2021,120.74
United States,29/09/2021,121.09
United States,30/09/2021,121.44
United States,01/10/2021,121.85
United States,02/10/2021,122.04
United States,03/10/2021,122.15
United States,04/10/2021,122.45
United States,05/10/2021,122.76
United States,06/10/2021,123.07
United States,07/10/2021,123.39
United States,08/10/2021,123.74
United States,09/10/2021,123.9
United States,10/10/2021,124.0
United States,11/10/2021,124.26
United States,12/10/2021,124.54
United States,13/10/2021,124.82
United States,14/10/2021,125.09
United States,15/10/2021,125.41
United States,16/10/2021,125.56
United States,17/10/2021,125.64
United States,18/10/2021,125.9
United States,19/10/2021,126.15
United States,20/10/2021,126.4
United States,21/10/2021,126.66
United States,22/10/2021,127.08
United States,23/10/2021,127.33
United States,24/10/2021,127.48
United States,25/10/2021,127.94
United States,26/10/2021,128.42
United States,27/10/2021,128.91
United States,28/10/2021,129.4
United States,29/10/2021,129.94
United States,30/10/2021,130.19
United States,31/10/2021,130.32
United States,01/11/2021,130.78
United States,02/11/2021,131.23
United States,03/11/2021,131.71
United States,04/11/2021,132.21
United States,05/11/2021,132.8
United States,06/11/2021,133.11
United States,07/11/2021,133.28
United States,08/11/2021,133.73
United States,09/11/2021,134.23
United States,10/11/2021,134.77
United States,11/11/2021,135.26
United States,12/11/2021,135.86
United States,13/11/2021,136.22
United States,14/11/2021,136.4
United States,15/11/2021,136.87
United States,16/11/2021,137.38
United States,17/11/2021,137.92
United States,18/11/2021,138.47
United States,19/11/2021,139.1
United States,20/11/2021,139.47
United States,21/11/2021,139.67
United States,22/11/2021,140.22
United States,23/11/2021,140.77
United States,24/11/2021,141.19
United States,25/11/2021,141.2
United States,26/11/2021,141.57
United States,27/11/2021,141.84
United States,28/11/2021,142.02
United States,29/11/2021,142.53
United States,30/11/2021,143.12
United States,01/12/2021,143.78
United States,02/12/2021,144.44
United States,03/12/2021,145.19
United States,04/12/2021,145.64
United States,05/12/2021,145.87
United States,06/12/2021,146.43
United States,07/12/2021,147.01
United States,08/12/2021,147.59
United States,09/12/2021,148.18
United States,10/12/2021,148.83
United States,11/12/2021,149.21
United States,12/12/2021,149.4
United States,13/12/2021,149.89
United States,14/12/2021,150.42
United States,15/12/2021,150.94
United States,16/12/2021,151.46
United States,17/12/2021,152.05
United States,18/12/2021,152.39
United States,19/12/2021,152.58
United States,20/12/2021,153.14
United States,21/12/2021,153.75
United States,22/12/2021,154.31
United States,23/12/2021,154.76
United States,24/12/2021,154.87
United States,25/12/2021,154.88
United States,26/12/2021,155.02
United States,27/12/2021,155.48
United States,28/12/2021,156.0
United States,29/12/2021,156.51
United States,30/12/2021,156.98
United States,31/12/2021,157.16
United States,01/01/2022,157.2
United States,02/01/2022,157.35
United States,03/01/2022,157.73
United States,04/01/2022,158.16
United States,05/01/2022,158.6
United States,06/01/2022,159.04
United States,07/01/2022,159.54
United States,08/01/2022,159.86
United States,09/01/2022,160.01
United States,10/01/2022,160.39
United States,11/01/2022,160.79
United States,12/01/2022,161.19
United States,13/01/2022,161.58
United States,14/01/2022,162.03
United States,15/01/2022,162.27
United States,16/01/2022,162.38
United States,17/01/2022,162.63
United States,18/01/2022,162.94
United States,19/01/2022,163.24
United States,20/01/2022,163.52
United States,21/01/2022,163.85
United States,22/01/2022,164.04
United States,23/01/2022,164.14
United States,24/01/2022,164.38
United States,25/01/2022,164.62
United States,26/01/2022,164.87
United States,27/01/2022,165.11
United States,28/01/2022,165.4
United States,29/01/2022,165.54
United States,30/01/2022,165.62
United States,31/01/2022,165.81
United States,01/02/2022,166.0
United States,02/02/2022,166.17
United States,03/02/2022,166.33
United States,04/02/2022,166.53
United States,05/02/2022,166.67
United States,06/02/2022,166.73
United States,07/02/2022,166.88
United States,08/02/2022,167.03
United States,09/02/2022,167.19
United States,10/02/2022,167.34
United States,11/02/2022,167.53
United States,12/02/2022,167.64
United States,13/02/2022,167.68
United States,14/02/2022,167.79
United States,15/02/2022,167.91
United States,16/02/2022,168.04
United States,17/02/2022,168.16
United States,18/02/2022,168.32
United States,19/02/2022,168.41
United States,20/02/2022,168.45
United States,21/02/2022,168.55
United States,22/02/2022,168.66
United States,23/02/2022,168.76
United States,24/02/2022,168.86
United States,25/02/2022,168.98
United States,26/02/2022,169.06
United States,27/02/2022,169.1
United States,28/02/2022,169.19
United States,01/03/2022,169.28
United States,02/03/2022,169.36
United States,03/03/2022,169.43
United States,04/03/2022,169.53
United States,05/03/2022,169.59
United States,06/03/2022,169.61
United States,07/03/2022,169.68
United States,08/03/2022,169.74
United States,09/03/2022,169.81
United States,10/03/2022,169.88
United States,11/03/2022,169.95
United States,12/03/2022,170.0
United States,13/03/2022,170.02
United States,14/03/2022,170.08
United States,15/03/2022,170.14
United States,16/03/2022,170.21
United States,17/03/2022,170.27
United States,18/03/2022,170.34
United States,19/03/2022,170.39
United States,20/03/2022,170.41
United States,21/03/2022,170.47
United States,22/03/2022,170.53
United States,23/03/2022,170.58
United States,24/03/2022,170.64
United States,25/03/2022,170.71
United States,26/03/2022,170.75
United States,27/03/2022,170.77
United States,28/03/2022,170.82
United States,29/03/2022,170.88
United States,30/03/2022,171.01
United States,31/03/2022,171.17
United States,01/04/2022,171.37
United States,02/04/2022,171.48
United States,03/04/2022,171.54
United States,04/04/2022,171.71
United States,05/04/2022,171.88
United States,06/04/2022,172.06
United States,07/04/2022,172.23
United States,08/04/2022,172.44
United States,09/04/2022,172.54
United States,10/04/2022,172.6
United States,11/04/2022,172.78
United States,12/04/2022,172.96
United States,13/04/2022,173.14
United States,14/04/2022,173.32
United States,15/04/2022,173.49
United States,16/04/2022,173.57
United States,17/04/2022,173.59
United States,18/04/2022,173.75
United States,19/04/2022,173.91
United States,20/04/2022,174.07
United States,21/04/2022,174.23
United States,22/04/2022,174.38
United States,23/04/2022,174.46
United States,24/04/2022,174.5
United States,25/04/2022,174.63
United States,26/04/2022,174.77
United States,27/04/2022,174.91
United States,28/04/2022,175.06
United States,29/04/2022,175.21
United States,30/04/2022,175.29
United States,01/05/2022,175.33
United States,02/05/2022,175.45
United States,03/05/2022,175.58
United States,04/05/2022,175.7
United States,05/05/2022,175.83
United States,06/05/2022,175.97
United States,07/05/2022,176.03
United States,08/05/2022,176.06
United States,09/05/2022,176.17
United States,10/05/2022,176.3
United States,11/05/2022,176.43
United States,12/05/2022,176.56
United States,13/05/2022,176.71
United States,14/05/2022,176.78
United States,15/05/2022,176.82
United States,16/05/2022,176.94
United States,17/05/2022,177.06
United States,18/05/2022,177.19
United States,19/05/2022,177.32
United States,20/05/2022,177.48
United States,21/05/2022,177.56
United States,22/05/2022,177.61
United States,23/05/2022,177.74
United States,24/05/2022,177.87
United States,25/05/2022,178.0
United States,26/05/2022,178.12
United States,27/05/2022,178.25
United States,28/05/2022,178.32
United States,29/05/2022,178.35
United States,30/05/2022,178.36
United States,31/05/2022,178.47
United States,01/06/2022,178.59
United States,02/06/2022,178.7
United States,03/06/2022,178.82
United States,04/06/2022,178.88
United States,05/06/2022,178.91
United States,06/06/2022,179.01
United States,07/06/2022,179.1
United States,08/06/2022,179.2
United States,09/06/2022,179.3
United States,10/06/2022,179.4
United States,11/06/2022,179.45
United States,12/06/2022,179.48
United States,13/06/2022,179.56
United States,14/06/2022,179.64
United States,15/06/2022,179.73
United States,16/06/2022,179.81
United States,17/06/2022,179.9
United States,18/06/2022,179.94
United States,19/06/2022,179.96
United States,20/06/2022,180.03
United States,21/06/2022,180.12
United States,22/06/2022,180.2
United States,23/06/2022,180.29
United States,24/06/2022,180.38
United States,25/06/2022,180.43
United States,26/06/2022,180.46
United States,27/06/2022,180.53
United States,28/06/2022,180.61
United States,29/06/2022,180.7
United States,30/06/2022,180.78
United States,01/07/2022,180.87
United States,02/07/2022,180.9
United States,03/07/2022,180.92
United States,04/07/2022,180.92
United States,05/07/2022,181.0
United States,06/07/2022,181.08
United States,07/07/2022,181.16
United States,08/07/2022,181.25
United States,09/07/2022,181.3
United States,10/07/2022,181.32
United States,11/07/2022,181.4
United States,12/07/2022,181.5
United States,13/07/2022,181.6
United States,14/07/2022,181.71
United States,15/07/2022,181.84
United States,16/07/2022,181.9
United States,17/07/2022,181.94
United States,18/07/2022,182.05
United States,19/07/2022,182.15
United States,20/07/2022,182.26
United States,21/07/2022,182.37
United States,22/07/2022,182.49
United States,23/07/2022,182.56
United States,24/07/2022,182.59
United States,25/07/2022,182.68
United States,26/07/2022,182.78
United States,27/07/2022,182.87
United States,28/07/2022,182.96
United States,29/07/2022,183.06
United States,30/07/2022,183.1
United States,31/07/2022,183.12
United States,01/08/2022,183.2
United States,02/08/2022,183.28
United States,03/08/2022,183.35
United States,04/08/2022,183.43
United States,05/08/2022,183.51
United States,06/08/2022,183.55
United States,07/08/2022,183.56
United States,08/08/2022,183.63
United States,09/08/2022,183.7
United States,10/08/2022,183.76
United States,11/08/2022,183.83
United States,12/08/2022,183.9
United States,13/08/2022,183.93
United States,14/08/2022,183.95
United States,15/08/2022,184.01
United States,16/08/2022,184.07
United States,17/08/2022,184.13
United States,18/08/2022,184.19
United States,19/08/2022,184.26
United States,20/08/2022,184.28
United States,21/08/2022,184.3
United States,22/08/2022,184.35
United States,23/08/2022,184.4
United States,24/08/2022,184.45
United States,25/08/2022,184.5
United States,26/08/2022,184.56
United States,27/08/2022,184.58
United States,28/08/2022,184.59
United States,29/08/2022,184.64
United States,30/08/2022,184.68
United States,31/08/2022,184.72
United States,01/09/2022,184.75
United States,02/09/2022,184.78
United States,03/09/2022,184.79
United States,04/09/2022,184.81
United States,05/09/2022,184.81
United States,06/09/2022,184.87
United States,07/09/2022,184.99
United States,08/09/2022,185.12
United States,09/09/2022,185.29
United States,10/09/2022,185.38
United States,11/09/2022,185.44
United States,12/09/2022,185.61
United States,13/09/2022,185.77
United States,14/09/2022,185.95
United States,15/09/2022,186.12
United States,16/09/2022,186.33
United States,17/09/2022,186.44
United States,18/09/2022,186.5
United States,19/09/2022,186.68
United States,20/09/2022,186.87
United States,21/09/2022,187.08
United States,22/09/2022,187.28
United States,23/09/2022,187.53
United States,24/09/2022,187.64
United States,25/09/2022,187.71
United States,26/09/2022,187.93
United States,27/09/2022,188.14
United States,28/09/2022,188.36
United States,29/09/2022,188.58
United States,30/09/2022,188.83
United States,01/10/2022,188.94
United States,02/10/2022,189.0
United States,03/10/2022,189.22
United States,04/10/2022,189.44
United States,05/10/2022,189.68
United States,06/10/2022,189.92
United States,07/10/2022,190.18
United States,08/10/2022,190.3
United States,09/10/2022,190.37
United States,10/10/2022,190.59
United States,11/10/2022,190.82
United States,12/10/2022,191.07
United States,13/10/2022,191.31
United States,14/10/2022,191.58
United States,15/10/2022,191.69
United States,16/10/2022,191.76
United States,17/10/2022,191.99
United States,18/10/2022,192.22
United States,19/10/2022,192.46
United States,20/10/2022,192.69
United States,21/10/2022,192.95
United States,22/10/2022,193.06
United States,23/10/2022,193.13
United States,24/10/2022,193.35
United States,25/10/2022,193.58
United States,26/10/2022,193.84
United States,27/10/2022,194.08
United States,28/10/2022,194.34
United States,29/10/2022,194.45
United States,30/10/2022,194.51
United States,31/10/2022,194.69
United States,01/11/2022,194.88
United States,02/11/2022,195.08
United States,03/11/2022,195.27
United States,04/11/2022,195.5
United States,05/11/2022,195.6
United States,06/11/2022,195.66
United States,07/11/2022,195.83
United States,08/11/2022,196.0
United States,09/11/2022,196.17
United States,10/11/2022,196.34
United States,11/11/2022,196.52
United States,12/11/2022,196.61
United States,13/11/2022,196.65
United States,14/11/2022,196.81
United States,15/11/2022,196.97
United States,16/11/2022,197.13
United States,17/11/2022,197.28
United States,18/11/2022,197.45
United States,19/11/2022,197.53
United States,20/11/2022,197.58
United States,21/11/2022,197.71
United States,22/11/2022,197.84
United States,23/11/2022,197.95
United States,24/11/2022,197.95
United States,25/11/2022,198.03
United States,26/11/2022,198.08
United States,27/11/2022,198.12
United States,28/11/2022,198.22
United States,29/11/2022,198.32
United States,30/11/2022,198.46
United States,01/12/2022,198.57
United States,02/12/2022,198.7
United States,03/12/2022,198.77
United States,04/12/2022,198.8
United States,05/12/2022,198.91
United States,06/12/2022,199.02
United States,07/12/2022,199.13
United States,08/12/2022,199.24
United States,09/12/2022,199.37
United States,10/12/2022,199.44
United States,11/12/2022,199.47
United States,12/12/2022,199.58
United States,13/12/2022,199.7
United States,14/12/2022,199.8
United States,15/12/2022,199.9
United States,16/12/2022,200.01
United States,17/12/2022,200.07
United States,18/12/2022,200.11
United States,19/12/2022,200.21
United States,20/12/2022,200.3
United States,21/12/2022,200.39
United States,22/12/2022,200.46
United States,23/12/2022,200.51
United States,24/12/2022,200.52
United States,25/12/2022,200.52
United States,26/12/2022,200.55
United States,27/12/2022,200.63
United States,28/12/2022,200.71
United States,29/12/2022,200.79
United States,30/12/2022,200.86
United States,31/12/2022,200.88
United States,01/01/2023,200.89
United States,02/01/2023,200.92
United States,03/01/2023,200.99
United States,04/01/2023,201.06
United States,05/01/2023,201.13
United States,06/01/2023,201.21
United States,07/01/2023,201.25
United States,08/01/2023,201.27
United States,09/01/2023,201.33
United States,10/01/2023,201.39
United States,11/01/2023,201.45
United States,12/01/2023,201.51
United States,13/01/2023,201.58
United States,14/01/2023,201.61
United States,15/01/2023,201.63
United States,16/01/2023,201.66
United States,17/01/2023,201.71
United States,18/01/2023,201.75
United States,19/01/2023,201.79
United States,20/01/2023,201.84
United States,21/01/2023,201.86
United States,22/01/2023,201.87
United States,23/01/2023,201.9
United States,24/01/2023,201.94
United States,25/01/2023,201.98
United States,26/01/2023,202.01
United States,27/01/2023,202.05
United States,28/01/2023,202.07
United States,29/01/2023,202.08
United States,30/01/2023,202.11
United States,31/01/2023,202.14
United States,01/02/2023,202.17
United States,02/02/2023,202.2
United States,03/02/2023,202.23
United States,04/02/2023,202.24
United States,05/02/2023,202.25
United States,06/02/2023,202.28
United States,07/02/2023,202.31
United States,08/02/2023,202.34
United States,09/02/2023,202.36
United States,10/02/2023,202.39
United States,11/02/2023,202.41
United States,12/02/2023,202.41
United States,13/02/2023,202.44
United States,14/02/2023,202.46
United States,15/02/2023,202.48
United States,16/02/2023,202.51
United States,17/02/2023,202.54
United States,18/02/2023,202.55
United States,19/02/2023,202.55
United States,20/02/2023,202.57
United States,21/02/2023,202.59
United States,22/02/2023,202.61
United States,23/02/2023,202.64
United States,24/02/2023,202.66
United States,25/02/2023,202.67
United States,26/02/2023,202.67
United States,27/02/2023,202.7
United States,28/02/2023,202.72
United States,01/03/2023,202.74
United States,02/03/2023,202.76
United States,03/03/2023,202.78
United States,04/03/2023,202.79
United States,05/03/2023,202.8
United States,06/03/2023,202.82
United States,07/03/2023,202.84
United States,08/03/2023,202.86
United States,09/03/2023,202.88
United States,10/03/2023,202.9
United States,11/03/2023,202.91
United States,12/03/2023,202.91
United States,13/03/2023,202.93
United States,14/03/2023,202.95
United States,15/03/2023,202.97
United States,16/03/2023,202.99
United States,17/03/2023,203.01
United States,18/03/2023,203.02
United States,19/03/2023,203.02
United States,20/03/2023,203.04
United States,21/03/2023,203.06
United States,22/03/2023,203.07
United States,23/03/2023,203.09
United States,24/03/2023,203.11
United States,25/03/2023,203.12
United States,26/03/2023,203.12
United States,27/03/2023,203.14
United States,28/03/2023,203.16
United States,29/03/2023,203.18
United States,30/03/2023,203.19
United States,31/03/2023,203.21
United States,01/04/2023,203.22
United States,02/04/2023,203.22
United States,03/04/2023,203.24
United States,04/04/2023,203.25
United States,05/04/2023,203.27
United States,06/04/2023,203.28
United States,07/04/2023,203.3
United States,08/04/2023,203.3
United States,09/04/2023,203.3
United States,10/04/2023,203.32
United States,11/04/2023,203.33
United States,12/04/2023,203.35
United States,13/04/2023,203.36
United States,14/04/2023,203.38
United States,15/04/2023,203.38
United States,16/04/2023,203.39
United States,17/04/2023,203.4
United States,18/04/2023,203.41
United States,19/04/2023,203.43
United States,20/04/2023,203.44
United States,21/04/2023,203.47
United States,22/04/2023,203.48
United States,23/04/2023,203.49
United States,24/04/2023,203.51
United States,25/04/2023,203.54
United States,26/04/2023,203.57
United States,27/04/2023,203.59
United States,28/04/2023,203.62
United States,29/04/2023,203.63
United States,30/04/2023,203.64
United States,01/05/2023,203.67
United States,02/05/2023,203.7
United States,03/05/2023,203.73
United States,04/05/2023,203.76
United States,05/05/2023,203.79
United States,06/05/2023,203.8
United States,07/05/2023,203.81
United States,08/05/2023,203.82
United States,09/05/2023,203.83
